Data retrieved from old Bach lists
Notice: 
    - exact frequencies are unknown, generic band indicators are used
    - elevations are unknown, a dummy value is used
 
 
        Name    HHMMSS       # MJD    Freq     Elev      Flux    e_Flux  
                                       MHz      deg        Jy        Jy
       0716+714 172107 54512.72300  8000.0   0.0000    0.8520    0.0940
       0716+714 182428 54562.76700  8000.0   0.0000    0.7980    0.0620
       0716+714 074633 54576.32400  8000.0   0.0000    0.9770    0.1760
       0716+714 063307 54605.27300  8000.0   0.0000    0.9150    0.1430
       0716+714 050935 54641.21500  8000.0   0.0000    1.3690    0.2200
       0716+714 060252 54667.25200  8000.0   0.0000    1.6670    0.0850
       0716+714 045345 54688.20400  8000.0   0.0000    1.9760    0.1030
       0716+714 061257 54723.25900  8000.0   0.0000    1.4060    0.1440
       0716+714 014047 54778.07000  8000.0   0.0000    2.0120    0.0980
       0716+714 164214 54951.69600  8000.0   0.0000    1.4650    0.1630
       0716+714 114536 55003.49000  8000.0   0.0000    1.1130    0.1660
       0716+714 110223 55035.46000  8000.0   0.0000    0.9740    0.0570
       0716+714 071452 55064.30200  8000.0   0.0000    0.9410    0.0810
       0716+714 075512 55077.33000  8000.0   0.0000    0.9540    0.1110
       0716+714 092428 55100.39200  8000.0   0.0000    0.9030    0.0540
       0716+714 085540 55123.37200  8000.0   0.0000    1.1240    0.0740
       0716+714 015931 55208.08300  8000.0   0.0000    1.8590    0.1270
       0735+178 052819 53638.22800 22000.0   0.0000    0.9350    0.3400
       0735+178 033559 53722.15000 22000.0   0.0000    0.6730    0.2930
       0735+178 000419 53743.00300 22000.0   0.0000    0.5230    0.4130
       0735+178 002848 53744.02000 22000.0   0.0000    0.5970    0.3230
       0735+178 183307 53764.77300 22000.0   0.0000    1.0290    0.1380
       0735+178 190155 53766.79300 22000.0   0.0000    0.6840    0.3090
       0735+178 194633 53772.82400 22000.0   0.0000    0.8970    0.2780
       0735+178 195804 53772.83200 22000.0   0.0000    0.9570    0.2750
       0735+178 170643 53805.71300 22000.0   0.0000    0.7300    0.3850
       0735+178 172526 53805.72600 22000.0   0.0000    0.7340    0.3700
       0735+178 151004 53849.63200 22000.0   0.0000    0.9420    0.3070
       0735+178 153014 53849.64600 22000.0   0.0000    0.9600    0.3310
       0735+178 135931 53861.58300 22000.0   0.0000    0.5750    0.2880
       0735+178 141814 53861.59600 22000.0   0.0000    0.7490    0.2820
       0735+178 080057 53955.33400 22000.0   0.0000    0.7200    0.3250
       0735+178 081940 53955.34700 22000.0   0.0000    0.9870    0.3030
       0735+178 070321 53973.29400 22000.0   0.0000    0.8530    0.2540
       0735+178 072204 53973.30700 22000.0   0.0000    0.7790    0.2720
       0735+178 034019 54010.15300 22000.0   0.0000    0.8700    0.3180
       0735+178 035902 54010.16600 22000.0   0.0000    0.8110    0.3320
       0735+178 023950 54022.11100 22000.0   0.0000    0.7880    0.3840
       0735+178 025833 54022.12400 22000.0   0.0000    0.6920    0.3810
       0735+178 004145 54081.02900 22000.0   0.0000    0.8250    0.3880
       0735+178 212555 54119.89300 22000.0   0.0000    0.6430    0.4050
       0735+178 214604 54119.90700 22000.0   0.0000    0.7760    0.4150
       0735+178 220447 54119.92000 22000.0   0.0000    0.7410    0.3810
       0735+178 222331 54119.93300 22000.0   0.0000    0.5860    0.3630
       0735+178 165345 54183.70400 22000.0   0.0000    0.5920    0.4090
       0735+178 133755 54197.56800 22000.0   0.0000    0.3290    0.3760
       0735+178 144243 54218.61300 22000.0   0.0000    0.7360    0.3180
       0735+178 144243 54218.61300 22000.0   0.0000    0.7360    0.3180
       0735+178 150252 54218.62700 22000.0   0.0000    0.7110    0.3200
       0735+178 150252 54218.62700 22000.0   0.0000    0.7110    0.3200
       0735+178 110809 54288.46400 22000.0   0.0000    0.8250    0.3060
       0735+178 112652 54288.47700 22000.0   0.0000    1.1730    0.3060
       0735+178 133335 54294.56500 22000.0   0.0000    0.6280    0.3440
       0735+178 134633 54294.57400 22000.0   0.0000    1.3610    0.3450
       0735+178 085540 54323.37200 22000.0   0.0000    0.4550    0.2600
       0735+178 093433 54323.39900 22000.0   0.0000    1.0580    0.3480
       0735+178 095316 54323.41200 22000.0   0.0000    0.8510    0.3400
       0735+178 080516 54345.33700 22000.0   0.0000    0.8320    0.2780
       0735+178 082400 54345.35000 22000.0   0.0000    0.7010    0.2340
       0735+178 084243 54345.36300 22000.0   0.0000    0.8610    0.2770
       0735+178 090126 54345.37600 22000.0   0.0000    0.7950    0.2690
       0735+178 073502 54372.31600 22000.0   0.0000    1.0500    0.4350
       0735+178 062136 54386.26500 22000.0   0.0000    1.0750    0.2150
       0735+178 064019 54386.27800 22000.0   0.0000    0.8520    0.2030
       0735+178 225638 54455.95600 22000.0   0.0000    0.7330    0.3030
       0735+178 231521 54455.96900 22000.0   0.0000    0.9860    0.2900
       0735+178 233404 54455.98200 22000.0   0.0000    0.5660    0.3080
       0735+178 235248 54455.99500 22000.0   0.0000    0.9720    0.3030
       0735+178 010028 54461.04200 22000.0   0.0000    0.5990    0.1820
       0735+178 011912 54461.05500 22000.0   0.0000    0.8660    0.2000
       0735+178 231228 54477.96700 22000.0   0.0000    0.8710    0.1850
       0735+178 233111 54477.98000 22000.0   0.0000    1.0130    0.2040
       0735+178 234955 54477.99300 22000.0   0.0000    0.6840    0.1670
       0735+178 000838 54478.00600 22000.0   0.0000    0.5220    0.1930
       0735+178 205414 54510.87100 22000.0   0.0000    1.1120    0.3510
       0735+178 211423 54510.88500 22000.0   0.0000    0.4040    0.2300
       0735+178 213307 54510.89800 22000.0   0.0000    0.4960    0.2170
       0735+178 215150 54510.91100 22000.0   0.0000    0.6570    0.2100
       0735+178 182302 54561.76600 22000.0   0.0000    0.9060    0.1910
       0735+178 184145 54561.77900 22000.0   0.0000    0.4300    0.1820
       0735+178 142945 54639.60400 22000.0   0.0000    0.6480    0.1850
       0735+178 144243 54639.61300 22000.0   0.0000    0.7450    0.1730
       0735+178 122302 54666.51600 22000.0   0.0000    0.8070    0.1850
       0735+178 111355 54687.46800 22000.0   0.0000    0.8460    0.2160
       0735+178 052400 54779.22500 22000.0   0.0000    1.1350    0.3290
       0735+178 053823 54779.23500 22000.0   0.0000    0.6960    0.2570
       0735+178 195931 54911.83300 22000.0   0.0000    0.5480    0.3410
       0735+178 133628 55001.56700 22000.0   0.0000    0.5740    0.5430
       0735+178 050643 55099.21300 22000.0   0.0000    0.5640    0.1400
       0735+178 052107 55099.22300 22000.0   0.0000    0.6490    0.1710
       0735+178 053111 55121.23000 22000.0   0.0000    0.4470    0.2410
       0735+178 054536 55121.24000 22000.0   0.0000    0.2980    0.2390
       0735+178 003307 55209.02300 22000.0   0.0000    0.8330    0.2070
       0735+178 004604 55209.03200 22000.0   0.0000    0.3150    0.1760
       0735+178 135052 53826.57700 43000.0   0.0000    0.3820    0.3920
       0735+178 105052 53878.45200 43000.0   0.0000    0.5970    0.4690
       0735+178 105052 53879.45200 43000.0   0.0000    1.0630    0.4970
       0735+178 085121 53911.36900 43000.0   0.0000    0.5530    0.4340
       0735+178 085414 53912.37100 43000.0   0.0000    0.4970    0.3930
       0735+178 085121 53913.36900 43000.0   0.0000    0.4740    0.3920
       0735+178 075052 53928.32700 43000.0   0.0000    0.3670    0.5060
       0735+178 055121 53951.24400 43000.0   0.0000    0.7470    0.3820
       0735+178 055121 53952.24400 43000.0   0.0000    0.8490    0.4170
       0735+178 055121 53953.24400 43000.0   0.0000    0.5650    0.3890
       0735+178 045052 53972.20200 43000.0   0.0000    0.9120    0.5080
       0735+178 045052 53973.20200 43000.0   0.0000    0.8120    0.4600
       0735+178 025121 53998.11900 43000.0   0.0000    0.6020    0.3530
       0735+178 025121 53999.11900 43000.0   0.0000    0.6900    0.3580
       0735+178 025121 54000.11900 43000.0   0.0000    0.7470    0.3690
       0735+178 005150 54025.03600 43000.0   0.0000    0.5530    0.4620
       0735+178 005150 54026.03600 43000.0   0.0000    0.4920    0.4240
       0735+178 084955 54277.36800 43000.0   0.0000    1.0930    0.2110
       0735+178 055121 54321.24400 43000.0   0.0000    0.6080    0.0990
       0735+178 055248 54322.24500 43000.0   0.0000    0.8020    0.1500
       0735+178 024828 54365.11700 43000.0   0.0000    0.6580    0.1060
       0735+178 025121 54367.11900 43000.0   0.0000    0.4180    0.0810
       0735+178 015052 54391.07700 43000.0   0.0000    0.9470    0.1250
       0735+178 223628 54421.94200 43000.0   0.0000    0.8330    0.1560
       0735+178 230643 54422.96300 43000.0   0.0000    0.5560    0.1010
       0735+178 233531 54422.98300 43000.0   0.0000    0.5130    0.1220
       0735+178 223755 54423.94300 43000.0   0.0000    0.5440    0.0980
       0735+178 230809 54423.96400 43000.0   0.0000    0.7620    0.1210
       0735+178 233657 54423.98400 43000.0   0.0000    0.6290    0.1000
       0735+178 223628 54424.94200 43000.0   0.0000    0.6950    0.1130
       0735+178 230516 54435.96200 43000.0   0.0000    0.7970    0.1990
       0735+178 233657 54435.98400 43000.0   0.0000    0.9460    0.1720
       0735+178 223628 54437.94200 43000.0   0.0000    0.7130    0.1840
       0735+178 193628 54480.81700 43000.0   0.0000    0.6580    0.1150
       0735+178 174116 54505.73700 43000.0   0.0000    0.7440    0.2040
       0735+178 182136 54505.76500 43000.0   0.0000    0.7120    0.1380
       0735+178 173531 54507.73300 43000.0   0.0000    0.6490    0.1260
       0735+178 163628 54523.69200 43000.0   0.0000    0.9460    0.1340
       0735+178 133755 54556.56800 43000.0   0.0000    0.5940    0.1270
       0735+178 140350 54556.58600 43000.0   0.0000    0.9230    0.1430
       0735+178 133755 54557.56800 43000.0   0.0000    0.6990    0.1190
       0735+178 140350 54557.58600 43000.0   0.0000    0.6760    0.1670
       0735+178 114116 54580.48700 43000.0   0.0000    0.8560    0.1500
       0735+178 093559 54611.40000 43000.0   0.0000    0.8890    0.1200
       0735+178 100321 54611.41900 43000.0   0.0000    0.7630    0.1310
       0735+178 093726 54612.40100 43000.0   0.0000    0.7260    0.1130
       0735+178 100321 54612.41900 43000.0   0.0000    1.0330    0.1860
       0735+178 074507 54642.32300 43000.0   0.0000    0.6380    0.1060
       0735+178 074340 54643.32200 43000.0   0.0000    0.6470    0.1020
       0735+178 063559 54659.27500 43000.0   0.0000    0.8100    0.1350
       0735+178 070321 54659.29400 43000.0   0.0000    0.8110    0.1720
       0735+178 063559 54660.27500 43000.0   0.0000    0.6550    0.1050
       0735+178 070321 54660.29400 43000.0   0.0000    0.7080    0.1770
       0735+178 054536 54680.24000 43000.0   0.0000    0.6020    0.0880
       0735+178 054536 54681.24000 43000.0   0.0000    0.6870    0.0940
       0735+178 054536 54682.24000 43000.0   0.0000    0.6190    0.1020
       0735+178 035609 54708.16400 43000.0   0.0000    0.8550    0.1570
       0735+178 035609 54709.16400 43000.0   0.0000    0.6600    0.1280
       0735+178 035609 54710.16400 43000.0   0.0000    0.6400    0.1230
       0735+178 015052 54744.07700 43000.0   0.0000    0.9790    0.1960
       0735+178 015052 54745.07700 43000.0   0.0000    0.8350    0.1550
       0735+178 230643 54778.96300 43000.0   0.0000    0.6740    0.1400
       0735+178 233657 54778.98400 43000.0   0.0000    0.5820    0.1520
       0735+178 230643 54779.96300 43000.0   0.0000    0.7110    0.1230
       0735+178 233657 54779.98400 43000.0   0.0000    0.7090    0.1180
       0735+178 223628 54780.94200 43000.0   0.0000    0.5080    0.0930
       0735+178 233531 54780.98300 43000.0   0.0000    0.7740    0.1580
       0735+178 223628 54781.94200 43000.0   0.0000    0.7120    0.1170
       0735+178 223628 54807.94200 43000.0   0.0000    0.5910    0.1310
       0735+178 233657 54807.98400 43000.0   0.0000    0.6320    0.1180
       0735+178 223628 54808.94200 43000.0   0.0000    0.5450    0.1210
       0735+178 230643 54808.96300 43000.0   0.0000    0.5420    0.1610
       0735+178 233657 54808.98400 43000.0   0.0000    0.5600    0.1270
       0735+178 223628 54809.94200 43000.0   0.0000    0.4740    0.0980
       0735+178 194507 54841.82300 43000.0   0.0000    0.4860    0.1730
       0735+178 194507 54842.82300 43000.0   0.0000    0.7390    0.2440
       0735+178 173823 54878.73500 43000.0   0.0000    0.9620    0.2120
       0735+178 134507 54929.57300 43000.0   0.0000    0.4760    0.0780
       0735+178 134800 54930.57500 43000.0   0.0000    0.4600    0.0630
       0735+178 103755 54959.44300 43000.0   0.0000    0.4920    0.0920
       0735+178 110350 54959.46100 43000.0   0.0000    0.3340    0.1460
       0735+178 103628 54961.44200 43000.0   0.0000    0.4850    0.0990
       0735+178 110223 54961.46000 43000.0   0.0000    0.3750    0.0910
       0735+178 073628 55009.31700 43000.0   0.0000    1.0700    0.2010
       0735+178 080223 55009.33500 43000.0   0.0000    1.1620    0.2340
       0735+178 075345 55010.32900 43000.0   0.0000    0.7670    0.1250
       0735+178 074633 55011.32400 43000.0   0.0000    0.9130    0.1660
       0735+178 224340 55167.94700 43000.0   0.0000    0.7150    0.1280
       0735+178 231521 55167.96900 43000.0   0.0000    0.6130    0.1260
       0735+178 233950 55167.98600 43000.0   0.0000    0.7630    0.1480
       0735+178 223628 55168.94200 43000.0   0.0000    0.5180    0.1090
       0735+178 194507 55209.82300 43000.0   0.0000    0.5860    0.0850
       0735+178 200809 55209.83900 43000.0   0.0000    0.4000    0.0870
       0735+178 203823 55209.86000 43000.0   0.0000    0.4060    0.1180
       0735+178 175540 53477.74700  5000.0   0.0000    1.3080    0.0770
       0735+178 180711 53477.75500  5000.0   0.0000    1.2800    0.0810
       0735+178 190740 53478.79700  5000.0   0.0000    1.3270    0.0740
       0735+178 153559 53503.65000  5000.0   0.0000    1.2870    0.0920
       0735+178 180252 53503.75200  5000.0   0.0000    1.2380    0.0880
       0735+178 175414 53504.74600  5000.0   0.0000    1.2760    0.0820
       0735+178 122848 53505.52000  5000.0   0.0000    1.1780    0.0840
       0735+178 152302 53505.64100  5000.0   0.0000    1.2360    0.0890
       0735+178 174828 53505.74200  5000.0   0.0000    1.2630    0.0890
       0735+178 121131 53543.50800  5000.0   0.0000    1.3370    0.0890
       0735+178 100907 53607.42300  5000.0   0.0000    1.2190    0.0820
       0735+178 065316 53639.28700  5000.0   0.0000    1.2830    0.0790
       0735+178 101159 53639.42500  5000.0   0.0000    1.2830    0.0820
       0735+178 051648 53640.22000  5000.0   0.0000    1.2490    0.0610
       0735+178 215736 53723.91500  5000.0   0.0000    1.2360    0.0910
       0735+178 041619 53724.17800  5000.0   0.0000    1.2730    0.0750
       0735+178 031131 53766.13300  5000.0   0.0000    1.2210    0.0960
       0735+178 181716 53770.76200  5000.0   0.0000    1.2480    0.0840
       0735+178 183014 53770.77100  5000.0   0.0000    1.2060    0.0790
       0735+178 184311 53770.78000  5000.0   0.0000    1.2240    0.0720
       0735+178 133755 53851.56800  5000.0   0.0000    1.2420    0.0910
       0735+178 135804 53851.58200  5000.0   0.0000    1.2500    0.0930
       0735+178 071745 53975.30400  5000.0   0.0000    1.2660    0.0790
       0735+178 073628 53975.31700  5000.0   0.0000    1.1570    0.0790
       0735+178 042331 54012.18300  5000.0   0.0000    1.1530    0.0790
       0735+178 044214 54012.19600  5000.0   0.0000    1.1900    0.0690
       0735+178 020809 54024.08900  5000.0   0.0000    1.1140    0.0580
       0735+178 022652 54024.10200  5000.0   0.0000    1.1320    0.0610
       0735+178 114536 54296.49000  5000.0   0.0000    1.1530    0.1410
       0735+178 060838 54348.25600  5000.0   0.0000    0.9520    0.0720
       0735+178 062136 54348.26500  5000.0   0.0000    1.0040    0.0680
       0735+178 063433 54348.27400  5000.0   0.0000    1.0220    0.0740
       0735+178 064857 54348.28400  5000.0   0.0000    1.1140    0.0580
       0735+178 053238 54374.23100  5000.0   0.0000    1.0020    0.0560
       0735+178 054536 54374.24000  5000.0   0.0000    0.9610    0.0590
       0735+178 154604 54563.65700  5000.0   0.0000    0.9570    0.2300
       0735+178 155902 54563.66600  5000.0   0.0000    1.0060    0.3750
       0735+178 095150 54668.41100  5000.0   0.0000    0.9250    0.1070
       0735+178 100447 54668.42000  5000.0   0.0000    0.9500    0.0930
       0735+178 085540 54689.37200  5000.0   0.0000    1.0210    0.0730
       0735+178 090838 54689.38100  5000.0   0.0000    0.9660    0.0710
