MJD,Freq,Flux,Flux_err,Source
53577.711,5000.0,4.602,0.14,1334-127
53639.398,5000.0,4.916,0.125,1334-127
53639.488,5000.0,4.862,0.121,1334-127
53639.612,5000.0,4.632,0.125,1334-127
53724.241,5000.0,3.516,0.113,1334-127
53724.356,5000.0,3.63,0.115,1334-127
53764.07,5000.0,3.716,0.137,1334-127
53766.199,5000.0,3.502,0.132,1334-127
53770.201,5000.0,3.529,0.096,1334-127
53770.21,5000.0,3.58,0.096,1334-127
53770.218,5000.0,3.468,0.088,1334-127
53826.076,5000.0,3.044,0.131,1334-127
53826.085,5000.0,3.002,0.121,1334-127
53826.094,5000.0,2.967,0.12,1334-127
53851.962,5000.0,3.216,0.148,1334-127
53851.971,5000.0,3.307,0.149,1334-127
53974.59,5000.0,3.045,0.107,1334-127
53974.599,5000.0,2.836,0.12,1334-127
54012.457,5000.0,3.487,0.086,1334-127
54012.466,5000.0,3.338,0.088,1334-127
54023.484,5000.0,5.015,0.167,1334-127
54199.982,5000.0,3.726,0.087,1334-127
54199.992,5000.0,3.707,0.094,1334-127
54296.772,5000.0,5.747,0.173,1334-127
54296.782,5000.0,5.745,0.194,1334-127
54348.558,5000.0,4.292,0.172,1334-127
54348.567,5000.0,5.129,0.209,1334-127
54348.576,5000.0,5.119,0.166,1334-127
54348.586,5000.0,4.756,0.155,1334-127
54374.482,5000.0,4.974,0.137,1334-127
54374.491,5000.0,4.835,0.138,1334-127
54668.69,5000.0,4.606,0.397,1334-127
54668.7,5000.0,4.303,0.283,1334-127
54689.651,5000.0,4.751,0.176,1334-127
54689.661,5000.0,4.788,0.168,1334-127
54779.449,5000.0,4.026,0.164,1334-127
54779.459,5000.0,3.869,0.145,1334-127
54912.986,5000.0,4.76,0.27,1334-127
54912.995,5000.0,4.59,0.42,1334-127
54953.962,5000.0,5.282,0.589,1334-127
54953.971,5000.0,5.368,0.349,1334-127
55002.809,5000.0,5.121,0.174,1334-127
55002.818,5000.0,5.1,0.168,1334-127
55034.674,5000.0,5.101,0.293,1334-127
55034.684,5000.0,5.186,0.288,1334-127
55062.658,5000.0,5.16,0.382,1334-127
55062.667,5000.0,5.205,0.342,1334-127
55099.521,5000.0,5.106,0.133,1334-127
55099.53,5000.0,5.202,0.179,1334-127
55122.493,5000.0,3.757,0.204,1334-127
55210.192,5000.0,4.046,0.119,1334-127
53503.836,8000.0,6.801,0.169,1334-127
53504.829,8000.0,6.487,0.212,1334-127
53504.92,8000.0,6.782,0.171,1334-127
53505.827,8000.0,6.445,0.167,1334-127
53505.917,8000.0,6.485,0.172,1334-127
53544.874,8000.0,6.701,0.285,1334-127
53576.763,8000.0,6.411,0.27,1334-127
53605.549,8000.0,5.732,0.213,1334-127
53606.675,8000.0,5.646,0.208,1334-127
53637.612,8000.0,5.694,0.151,1334-127
53638.416,8000.0,5.475,0.135,1334-127
53638.508,8000.0,5.551,0.142,1334-127
53721.187,8000.0,4.624,0.14,1334-127
53721.271,8000.0,4.532,0.134,1334-127
53742.077,8000.0,3.828,0.086,1334-127
53742.108,8000.0,3.951,0.088,1334-127
53743.232,8000.0,3.776,0.121,1334-127
53744.249,8000.0,3.983,0.115,1334-127
53771.206,8000.0,4.306,0.171,1334-127
53771.215,8000.0,4.433,0.173,1334-127
53771.223,8000.0,4.429,0.177,1334-127
53779.035,8000.0,4.018,0.099,1334-127
53779.067,8000.0,4.186,0.096,1334-127
53805.083,8000.0,3.716,0.14,1334-127
53805.092,8000.0,3.705,0.133,1334-127
53805.101,8000.0,3.737,0.209,1334-127
53831.022,8000.0,3.86,0.233,1334-127
53831.031,8000.0,3.718,0.267,1334-127
53850.957,8000.0,4.106,0.308,1334-127
53850.966,8000.0,3.586,0.29,1334-127
53850.976,8000.0,3.767,0.331,1334-127
53860.932,8000.0,3.903,0.09,1334-127
53907.764,8000.0,3.584,0.121,1334-127
53956.643,8000.0,3.655,0.181,1334-127
53973.674,8000.0,3.705,0.158,1334-127
54022.492,8000.0,3.721,0.151,1334-127
54037.469,8000.0,3.788,0.268,1334-127
54080.374,8000.0,4.559,0.094,1334-127
54099.329,8000.0,3.949,0.131,1334-127
54150.181,8000.0,3.972,0.126,1334-127
54186.017,8000.0,4.593,0.31,1334-127
54198.984,8000.0,4.584,0.117,1334-127
54219.998,8000.0,4.672,0.171,1334-127
54275.751,8000.0,6.155,0.225,1334-127
54289.716,8000.0,6.144,0.119,1334-127
54295.78,8000.0,5.811,0.193,1334-127
54324.72,8000.0,5.576,0.18,1334-127
54343.625,8000.0,6.032,0.228,1334-127
54373.549,8000.0,5.285,0.198,1334-127
54421.41,8000.0,5.962,0.195,1334-127
54435.361,8000.0,5.557,0.119,1334-127
54477.268,8000.0,5.617,0.328,1334-127
54513.113,8000.0,6.278,0.241,1334-127
54575.963,8000.0,6.21,0.17,1334-127
54604.946,8000.0,6.318,0.184,1334-127
54640.807,8000.0,6.059,0.156,1334-127
54652.775,8000.0,5.819,0.222,1334-127
54667.738,8000.0,5.893,0.222,1334-127
54688.695,8000.0,5.4,0.149,1334-127
54723.604,8000.0,5.252,0.321,1334-127
54777.419,8000.0,4.674,0.17,1334-127
54952.034,8000.0,6.472,0.463,1334-127
55003.834,8000.0,5.868,0.298,1334-127
55035.804,8000.0,6.03,0.171,1334-127
55063.627,8000.0,5.575,0.107,1334-127
55076.644,8000.0,5.911,0.293,1334-127
55100.524,8000.0,4.505,0.766,1334-127
55208.27,8000.0,4.145,0.284,1334-127
53772.248,22000.0,2.257,0.436,1354+195
53772.256,22000.0,2.001,0.323,1354+195
53806.106,22000.0,2.032,0.464,1354+195
53806.115,22000.0,1.986,0.419,1354+195
53850.04,22000.0,2.137,0.417,1354+195
53850.049,22000.0,2.117,0.414,1354+195
53861.985,22000.0,2.096,0.284,1354+195
53861.994,22000.0,1.873,0.312,1354+195
54009.575,22000.0,2.117,0.408,1354+195
54009.584,22000.0,2.453,0.468,1354+195
54021.527,22000.0,1.291,0.294,1354+195
54021.536,22000.0,1.824,0.342,1354+195
54058.442,22000.0,1.984,0.238,1354+195
54058.451,22000.0,1.894,0.243,1354+195
54058.46,22000.0,1.958,0.251,1354+195
54058.469,22000.0,1.855,0.258,1354+195
54098.335,22000.0,2.67,0.406,1354+195
54098.344,22000.0,3.032,0.681,1354+195
54098.363,22000.0,1.252,0.661,1354+195
54121.255,22000.0,1.944,0.441,1354+195
54121.264,22000.0,2.438,0.46,1354+195
54121.273,22000.0,2.21,0.502,1354+195
54149.182,22000.0,2.308,0.431,1354+195
54149.201,22000.0,1.782,0.353,1354+195
54149.21,22000.0,2.628,0.4,1354+195
54198.024,22000.0,3.462,0.642,1354+195
54198.034,22000.0,2.515,0.556,1354+195
54219.058,22000.0,2.803,1.294,1354+195
54274.652,22000.0,2.909,0.422,1354+195
54274.662,22000.0,2.155,0.466,1354+195
54274.671,22000.0,1.889,0.458,1354+195
54274.68,22000.0,2.226,0.363,1354+195
54287.82,22000.0,2.626,0.319,1354+195
54287.83,22000.0,2.158,0.311,1354+195
54294.845,22000.0,2.329,0.301,1354+195
54294.855,22000.0,2.542,0.293,1354+195
54323.657,22000.0,3.136,0.391,1354+195
54323.666,22000.0,1.371,0.324,1354+195
54323.675,22000.0,1.785,0.295,1354+195
54323.684,22000.0,1.645,0.332,1354+195
54345.625,22000.0,1.437,0.29,1354+195
54345.634,22000.0,2.307,0.335,1354+195
54345.643,22000.0,2.682,0.333,1354+195
54345.652,22000.0,2.786,0.397,1354+195
54457.335,22000.0,2.858,0.393,1354+195
54457.344,22000.0,2.867,0.37,1354+195
54457.353,22000.0,2.673,0.397,1354+195
54461.303,22000.0,2.279,0.184,1354+195
54461.312,22000.0,2.473,0.201,1354+195
54479.266,22000.0,2.246,0.312,1354+195
54479.275,22000.0,1.863,0.361,1354+195
54479.284,22000.0,3.182,0.289,1354+195
54512.154,22000.0,1.986,0.243,1354+195
54512.163,22000.0,2.187,0.193,1354+195
54512.173,22000.0,2.268,0.239,1354+195
54512.182,22000.0,2.041,0.214,1354+195
54561.047,22000.0,2.06,0.355,1354+195
54561.056,22000.0,2.707,0.49,1354+195
54576.949,22000.0,2.658,0.332,1354+195
54576.958,22000.0,2.623,0.393,1354+195
54639.815,22000.0,2.522,0.297,1354+195
54639.824,22000.0,2.576,0.296,1354+195
54666.742,22000.0,2.035,0.242,1354+195
54666.751,22000.0,1.858,0.228,1354+195
54687.704,22000.0,1.867,0.276,1354+195
54722.564,22000.0,2.491,1.127,1354+195
54722.574,22000.0,1.535,0.435,1354+195
54779.348,22000.0,2.253,0.31,1354+195
54779.357,22000.0,2.233,0.335,1354+195
54911.947,22000.0,1.75,0.391,1354+195
54911.956,22000.0,1.621,0.381,1354+195
54952.915,22000.0,1.726,1.15,1354+195
55001.701,22000.0,1.447,0.474,1354+195
55033.588,22000.0,1.44,0.288,1354+195
55033.598,22000.0,1.282,0.256,1354+195
55098.585,22000.0,2.429,0.361,1354+195
55098.595,22000.0,2.191,0.353,1354+195
55121.511,22000.0,1.549,0.239,1354+195
55121.521,22000.0,1.948,0.27,1354+195
55209.302,22000.0,1.538,0.197,1354+195
55209.312,22000.0,1.718,0.168,1354+195
53825.89,43000.0,2.206,0.837,1354+195
53826.89,43000.0,1.436,0.687,1354+195
53854.807,43000.0,2.227,0.755,1354+195
53878.765,43000.0,1.417,0.478,1354+195
53913.682,43000.0,1.188,0.443,1354+195
53928.64,43000.0,1.486,0.507,1354+195
53951.557,43000.0,1.656,0.512,1354+195
53952.557,43000.0,1.425,0.476,1354+195
53971.515,43000.0,1.547,0.557,1354+195
53972.515,43000.0,1.339,0.553,1354+195
53999.432,43000.0,1.294,0.393,1354+195
54000.432,43000.0,1.185,0.425,1354+195
54025.348,43000.0,0.754,0.531,1354+195
54026.348,43000.0,1.111,0.495,1354+195
54277.682,43000.0,1.867,0.286,1354+195
54321.557,43000.0,2.368,0.304,1354+195
54322.557,43000.0,1.943,0.263,1354+195
54365.433,43000.0,1.996,0.284,1354+195
54389.391,43000.0,2.256,0.284,1354+195
54390.387,43000.0,2.715,0.38,1354+195
54422.275,43000.0,1.66,0.252,1354+195
54423.276,43000.0,2.258,0.291,1354+195
54436.275,43000.0,2.774,0.442,1354+195
54437.275,43000.0,2.443,0.407,1354+195
54453.233,43000.0,1.927,0.4,1354+195
54479.152,43000.0,2.834,0.604,1354+195
54480.153,43000.0,2.577,0.432,1354+195
54505.072,43000.0,2.403,0.338,1354+195
54506.058,43000.0,2.192,0.287,1354+195
54507.07,43000.0,2.463,0.339,1354+195
54523.028,43000.0,2.368,0.268,1354+195
54556.9,43000.0,2.711,0.314,1354+195
54556.932,43000.0,2.934,0.341,1354+195
54579.817,43000.0,2.06,0.233,1354+195
54579.848,43000.0,1.99,0.225,1354+195
54580.817,43000.0,1.952,0.213,1354+195
54580.848,43000.0,2.109,0.221,1354+195
54596.807,43000.0,1.842,0.258,1354+195
54598.775,43000.0,1.818,0.312,1354+195
54611.765,43000.0,2.174,0.233,1354+195
54612.734,43000.0,1.916,0.206,1354+195
54612.765,43000.0,2.109,0.236,1354+195
54641.65,43000.0,2.133,0.34,1354+195
54641.682,43000.0,2.159,0.324,1354+195
54642.682,43000.0,2.137,0.297,1354+195
54643.651,43000.0,2.058,0.299,1354+195
54643.682,43000.0,1.941,0.293,1354+195
54659.608,43000.0,2.936,0.497,1354+195
54659.639,43000.0,2.721,0.488,1354+195
54660.609,43000.0,2.523,0.468,1354+195
54660.64,43000.0,2.88,0.479,1354+195
54679.567,43000.0,2.05,0.254,1354+195
54679.598,43000.0,1.958,0.235,1354+195
54680.567,43000.0,2.02,0.28,1354+195
54680.598,43000.0,1.986,0.234,1354+195
54681.567,43000.0,2.088,0.264,1354+195
54681.598,43000.0,1.893,0.247,1354+195
54682.567,43000.0,1.915,0.249,1354+195
54682.598,43000.0,2.216,0.29,1354+195
54708.484,43000.0,2.031,0.248,1354+195
54709.484,43000.0,1.643,0.22,1354+195
54709.516,43000.0,2.132,0.279,1354+195
54710.484,43000.0,1.913,0.245,1354+195
54710.515,43000.0,2.088,0.279,1354+195
54743.389,43000.0,2.139,0.434,1354+195
54744.39,43000.0,1.727,0.333,1354+195
54745.389,43000.0,2.307,0.433,1354+195
54779.275,43000.0,1.444,0.245,1354+195
54779.317,43000.0,1.987,0.312,1354+195
54780.276,43000.0,1.882,0.32,1354+195
54780.318,43000.0,2.054,0.332,1354+195
54781.276,43000.0,1.585,0.321,1354+195
54781.317,43000.0,1.819,0.297,1354+195
54808.276,43000.0,1.985,0.339,1354+195
54809.275,43000.0,1.647,0.273,1354+195
54842.151,43000.0,1.707,0.532,1354+195
54877.07,43000.0,1.722,0.328,1354+195
54879.069,43000.0,1.489,0.351,1354+195
54928.931,43000.0,1.383,0.164,1354+195
54929.901,43000.0,1.501,0.185,1354+195
54929.932,43000.0,1.54,0.178,1354+195
54930.9,43000.0,1.519,0.167,1354+195
54930.932,43000.0,1.559,0.201,1354+195
54959.775,43000.0,1.277,0.178,1354+195
54959.807,43000.0,1.483,0.195,1354+195
54960.775,43000.0,1.502,0.213,1354+195
54960.807,43000.0,1.435,0.187,1354+195
54961.775,43000.0,1.381,0.186,1354+195
54961.807,43000.0,1.432,0.186,1354+195
55009.65,43000.0,1.31,0.242,1354+195
55009.681,43000.0,1.574,0.247,1354+195
55010.65,43000.0,1.489,0.193,1354+195
55010.681,43000.0,1.488,0.229,1354+195
55011.65,43000.0,1.77,0.289,1354+195
55168.276,43000.0,1.919,0.331,1354+195
55210.151,43000.0,1.839,0.22,1354+195
53724.364,5000.0,1.446,0.074,1354+195
53764.004,5000.0,1.525,0.089,1354+195
53766.208,5000.0,1.484,0.117,1354+195
53770.228,5000.0,1.539,0.08,1354+195
53770.236,5000.0,1.526,0.071,1354+195
53770.245,5000.0,1.559,0.072,1354+195
53826.103,5000.0,1.535,0.087,1354+195
53852.039,5000.0,1.514,0.104,1354+195
53852.048,5000.0,1.52,0.095,1354+195
53974.717,5000.0,1.532,0.079,1354+195
53974.726,5000.0,1.551,0.083,1354+195
54011.631,5000.0,1.51,0.114,1354+195
54011.64,5000.0,1.543,0.134,1354+195
54023.535,5000.0,1.531,0.058,1354+195
54023.544,5000.0,1.43,0.062,1354+195
54296.85,5000.0,1.57,0.104,1354+195
54296.859,5000.0,1.716,0.093,1354+195
54348.596,5000.0,1.644,0.054,1354+195
54348.606,5000.0,1.695,0.064,1354+195
54348.615,5000.0,1.674,0.06,1354+195
54348.624,5000.0,1.641,0.058,1354+195
54374.553,5000.0,1.651,0.068,1354+195
54689.581,5000.0,1.926,0.081,1354+195
54779.527,5000.0,1.801,0.072,1354+195
54779.536,5000.0,1.764,0.078,1354+195
54913.055,5000.0,1.756,0.264,1354+195
54954.043,5000.0,1.945,0.312,1354+195
55002.852,5000.0,1.847,0.084,1354+195
55002.861,5000.0,1.831,0.082,1354+195
55034.756,5000.0,1.958,0.374,1354+195
55034.766,5000.0,1.794,0.236,1354+195
55062.73,5000.0,1.835,0.276,1354+195
55062.74,5000.0,1.877,0.322,1354+195
55099.542,5000.0,1.857,0.132,1354+195
55099.552,5000.0,1.882,0.103,1354+195
55122.514,5000.0,1.937,0.077,1354+195
55122.524,5000.0,1.929,0.098,1354+195
55210.213,5000.0,1.889,0.08,1354+195
55210.222,5000.0,1.862,0.076,1354+195
53742.129,8000.0,1.505,0.034,1354+195
53766.403,8000.0,1.646,0.167,1354+195
53771.241,8000.0,1.533,0.088,1354+195
53771.25,8000.0,1.574,0.081,1354+195
53779.087,8000.0,1.543,0.039,1354+195
53805.11,8000.0,1.598,0.112,1354+195
53805.119,8000.0,1.602,0.1,1354+195
53805.127,8000.0,1.56,0.078,1354+195
53831.042,8000.0,1.572,0.147,1354+195
53831.051,8000.0,1.531,0.14,1354+195
53850.986,8000.0,1.65,0.171,1354+195
53859.953,8000.0,1.538,0.054,1354+195
53907.854,8000.0,1.592,0.07,1354+195
53955.787,8000.0,1.633,0.081,1354+195
53973.735,8000.0,1.654,0.059,1354+195
54010.631,8000.0,1.671,0.081,1354+195
54022.552,8000.0,1.726,0.114,1354+195
54037.536,8000.0,1.858,0.143,1354+195
54080.435,8000.0,1.717,0.061,1354+195
54099.39,8000.0,1.877,0.139,1354+195
54150.242,8000.0,1.723,0.065,1354+195
54186.103,8000.0,1.873,0.25,1354+195
54199.07,8000.0,1.761,0.09,1354+195
54220.084,8000.0,1.708,0.087,1354+195
54275.836,8000.0,1.88,0.084,1354+195
54288.814,8000.0,1.856,0.042,1354+195
54295.871,8000.0,1.859,0.074,1354+195
54324.806,8000.0,1.934,0.085,1354+195
54343.711,8000.0,1.845,0.055,1354+195
54373.64,8000.0,1.81,0.055,1354+195
54421.479,8000.0,2.172,0.236,1354+195
54435.447,8000.0,1.887,0.078,1354+195
54477.354,8000.0,1.911,0.111,1354+195
54513.199,8000.0,1.94,0.083,1354+195
54575.939,8000.0,2.018,0.064,1354+195
54604.922,8000.0,1.982,0.075,1354+195
54640.783,8000.0,2.015,0.073,1354+195
54652.751,8000.0,1.986,0.078,1354+195
54667.719,8000.0,1.944,0.082,1354+195
54688.671,8000.0,1.937,0.068,1354+195
54723.58,8000.0,1.944,0.137,1354+195
54778.319,8000.0,1.995,0.08,1354+195
54951.95,8000.0,2.133,0.099,1354+195
55003.75,8000.0,2.079,0.105,1354+195
55035.72,8000.0,1.943,0.136,1354+195
55063.543,8000.0,2.074,0.11,1354+195
55076.705,8000.0,2.159,0.099,1354+195
55123.521,8000.0,1.966,0.109,1354+195
55208.233,8000.0,2.126,0.138,1354+195
53444.028,22000.0,3.015,0.095,1510-089
53637.474,22000.0,1.584,0.537,1510-089
53638.637,22000.0,1.725,0.415,1510-089
53722.454,22000.0,1.435,0.432,1510-089
53722.462,22000.0,1.727,0.459,1510-089
53749.354,22000.0,1.661,0.565,1510-089
53749.362,22000.0,1.651,0.467,1510-089
53772.292,22000.0,0.929,0.295,1510-089
53772.308,22000.0,1.047,0.315,1510-089
53806.151,22000.0,0.833,0.434,1510-089
53806.164,22000.0,1.393,0.494,1510-089
53850.079,22000.0,1.927,0.467,1510-089
53850.092,22000.0,2.205,0.49,1510-089
53862.024,22000.0,2.176,0.361,1510-089
53862.038,22000.0,1.948,0.447,1510-089
53954.716,22000.0,1.846,0.384,1510-089
53954.73,22000.0,2.288,0.436,1510-089
54057.39,22000.0,2.111,0.713,1510-089
54057.429,22000.0,1.486,0.476,1510-089
54097.344,22000.0,1.222,0.328,1510-089
54097.357,22000.0,1.645,0.36,1510-089
54097.37,22000.0,1.387,0.39,1510-089
54097.384,22000.0,1.073,0.39,1510-089
54120.254,22000.0,1.259,0.462,1510-089
54120.267,22000.0,1.31,0.461,1510-089
54218.052,22000.0,2.224,0.519,1510-089
54218.065,22000.0,2.102,0.517,1510-089
54218.079,22000.0,2.279,0.521,1510-089
54218.092,22000.0,2.447,0.537,1510-089
54273.815,22000.0,1.498,1.003,1510-089
54273.841,22000.0,1.117,0.793,1510-089
54287.861,22000.0,2.478,0.45,1510-089
54287.87,22000.0,2.063,0.469,1510-089
54294.887,22000.0,2.459,0.543,1510-089
54294.901,22000.0,2.497,0.575,1510-089
54322.732,22000.0,2.131,0.391,1510-089
54322.745,22000.0,2.607,0.401,1510-089
54322.758,22000.0,3.564,0.485,1510-089
54322.772,22000.0,3.324,0.514,1510-089
54344.684,22000.0,2.405,0.339,1510-089
54344.697,22000.0,2.534,0.354,1510-089
54344.71,22000.0,2.528,0.368,1510-089
54344.724,22000.0,2.287,0.344,1510-089
54345.697,22000.0,2.491,0.379,1510-089
54345.736,22000.0,2.573,0.405,1510-089
54372.642,22000.0,2.519,1.333,1510-089
54372.652,22000.0,2.291,1.001,1510-089
54456.278,22000.0,1.571,0.422,1510-089
54456.291,22000.0,2.811,0.424,1510-089
54478.284,22000.0,1.87,0.257,1510-089
54478.297,22000.0,2.175,0.268,1510-089
54478.31,22000.0,2.751,0.319,1510-089
54478.323,22000.0,1.668,0.28,1510-089
54511.189,22000.0,2.58,0.3,1510-089
54511.202,22000.0,2.131,0.229,1510-089
54511.215,22000.0,2.162,0.287,1510-089
54511.228,22000.0,2.272,0.289,1510-089
54561.128,22000.0,2.922,0.435,1510-089
54577.009,22000.0,3.304,0.589,1510-089
54577.018,22000.0,4.018,0.528,1510-089
54603.926,22000.0,4.052,1.436,1510-089
54639.921,22000.0,2.917,0.364,1510-089
54639.93,22000.0,3.947,0.451,1510-089
54651.89,22000.0,3.378,0.564,1510-089
54651.899,22000.0,2.432,0.458,1510-089
54665.823,22000.0,2.921,0.362,1510-089
54665.833,22000.0,2.979,0.389,1510-089
54687.763,22000.0,2.942,0.392,1510-089
54687.773,22000.0,3.73,0.484,1510-089
54722.638,22000.0,3.791,0.801,1510-089
54778.499,22000.0,2.897,0.566,1510-089
54778.508,22000.0,2.538,0.576,1510-089
54912.125,22000.0,2.083,0.468,1510-089
54953.095,22000.0,3.068,0.855,1510-089
54953.104,22000.0,3.084,1.022,1510-089
55001.873,22000.0,4.832,0.882,1510-089
55001.883,22000.0,4.676,0.995,1510-089
55033.765,22000.0,3.607,0.474,1510-089
55033.775,22000.0,2.685,0.544,1510-089
55098.636,22000.0,2.568,0.4,1510-089
55121.532,22000.0,3.323,0.513,1510-089
55209.323,22000.0,3.334,0.301,1510-089
55209.332,22000.0,3.0,0.373,1510-089
53825.942,43000.0,1.638,0.769,1510-089
53826.942,43000.0,1.417,0.633,1510-089
53854.859,43000.0,2.6,0.936,1510-089
53878.817,43000.0,1.482,0.599,1510-089
53912.734,43000.0,0.96,0.471,1510-089
53951.609,43000.0,0.96,0.421,1510-089
53952.609,43000.0,0.635,0.423,1510-089
53972.567,43000.0,1.725,0.683,1510-089
53998.484,43000.0,1.259,0.472,1510-089
53999.484,43000.0,1.163,0.441,1510-089
54025.4,43000.0,1.051,0.659,1510-089
54277.734,43000.0,2.218,0.32,1510-089
54321.609,43000.0,2.411,0.289,1510-089
54322.609,43000.0,2.363,0.31,1510-089
54365.484,43000.0,1.84,0.259,1510-089
54389.442,43000.0,2.26,0.336,1510-089
54422.328,43000.0,1.615,0.258,1510-089
54423.328,43000.0,2.131,0.303,1510-089
54436.328,43000.0,1.804,0.443,1510-089
54437.327,43000.0,2.054,0.496,1510-089
54453.286,43000.0,1.463,0.284,1510-089
54479.202,43000.0,2.19,0.346,1510-089
54480.203,43000.0,2.271,0.333,1510-089
54506.104,43000.0,2.263,0.307,1510-089
54507.12,43000.0,2.586,0.317,1510-089
54523.078,43000.0,2.641,0.284,1510-089
54555.953,43000.0,3.126,0.334,1510-089
54556.953,43000.0,3.098,0.338,1510-089
54579.867,43000.0,3.191,0.377,1510-089
54579.912,43000.0,2.63,0.283,1510-089
54580.869,43000.0,2.947,0.304,1510-089
54611.786,43000.0,3.753,0.359,1510-089
54612.786,43000.0,3.65,0.353,1510-089
54641.703,43000.0,2.078,0.322,1510-089
54642.702,43000.0,2.369,0.294,1510-089
54643.703,43000.0,2.874,0.356,1510-089
54659.661,43000.0,2.942,0.456,1510-089
54660.662,43000.0,2.962,0.443,1510-089
54680.619,43000.0,1.183,0.166,1510-089
54681.619,43000.0,1.468,0.208,1510-089
54682.619,43000.0,1.343,0.199,1510-089
54708.536,43000.0,3.004,0.34,1510-089
54709.536,43000.0,2.858,0.352,1510-089
54710.537,43000.0,3.524,0.425,1510-089
54743.443,43000.0,2.298,0.404,1510-089
54744.443,43000.0,2.414,0.411,1510-089
54779.327,43000.0,2.265,0.327,1510-089
54780.328,43000.0,2.023,0.29,1510-089
54781.327,43000.0,2.537,0.378,1510-089
54808.327,43000.0,2.026,0.299,1510-089
54809.327,43000.0,1.871,0.262,1510-089
54877.12,43000.0,1.78,0.417,1510-089
54928.953,43000.0,2.027,0.231,1510-089
54929.953,43000.0,2.338,0.252,1510-089
54930.953,43000.0,2.487,0.248,1510-089
54960.827,43000.0,3.28,0.348,1510-089
54961.828,43000.0,3.45,0.372,1510-089
55010.703,43000.0,2.639,0.314,1510-089
55011.702,43000.0,2.689,0.332,1510-089
55168.324,43000.0,2.833,0.452,1510-089
55210.196,43000.0,3.083,0.342,1510-089
55211.196,43000.0,3.178,0.346,1510-089
53445.03,5000.0,2.767,0.048,1510-089
53446.03,5000.0,2.75,0.046,1510-089
53448.03,5000.0,2.801,0.048,1510-089
53449.03,5000.0,2.786,0.047,1510-089
53450.03,5000.0,2.829,0.048,1510-089
53451.03,5000.0,2.771,0.047,1510-089
53478.099,5000.0,2.889,0.096,1510-089
53478.107,5000.0,2.904,0.097,1510-089
53478.95,5000.0,2.83,0.098,1510-089
53503.891,5000.0,2.851,0.108,1510-089
53503.983,5000.0,2.834,0.097,1510-089
53504.068,5000.0,2.891,0.108,1510-089
53504.885,5000.0,2.879,0.11,1510-089
53504.978,5000.0,2.896,0.101,1510-089
53505.064,5000.0,2.939,0.101,1510-089
53505.882,5000.0,2.823,0.095,1510-089
53505.974,5000.0,2.828,0.1,1510-089
53506.085,5000.0,2.772,0.101,1510-089
53543.908,5000.0,2.19,0.09,1510-089
53544.798,5000.0,2.148,0.096,1510-089
53577.72,5000.0,1.695,0.147,1510-089
53577.83,5000.0,1.864,0.103,1510-089
53587.783,5000.0,1.742,0.136,1510-089
53605.769,5000.0,1.748,0.138,1510-089
53639.497,5000.0,1.595,0.091,1510-089
53639.62,5000.0,1.647,0.084,1510-089
53639.677,5000.0,1.72,0.085,1510-089
53724.25,5000.0,1.757,0.101,1510-089
53724.38,5000.0,1.861,0.09,1510-089
